Timestamp, lowerLink1, lowerLink2, lowerLink3, lowerLink4, upperLink1, upperLink2, upperLink3, upperLink4, gripLowerR, gripLowerL, gripUpperR, gripUpperL
2.199999, -0.8018042, 0.8275478, 0.1792491, 0.06356489, 0.7963938, -0.839294, 0.149489, -0.06113888, -0.05488374, 0.05491385, -0.05500003, 0.05383224, 
2.249999, -0.8035671, 0.8318413, 0.1792568, 0.06902777, 0.7980693, -0.844303, 0.1495328, -0.06665412, -0.05488908, 0.05491817, -0.05500004, 0.05382204, 
2.299999, -0.8045968, 0.8356462, 0.1792667, 0.07358308, 0.7989768, -0.8487012, 0.1495813, -0.07126179, -0.0548939, 0.05492166, -0.05500003, 0.05380576, 
2.349999, -0.8052076, 0.8389449, 0.1792754, 0.0773879, 0.7994481, -0.8524886, 0.1496265, -0.07508407, -0.05489778, 0.05492432, -0.05499998, 0.05378656, 
2.399999, -0.8056091, 0.8417549, 0.1792825, 0.08058185, 0.7997273, -0.8556477, 0.1496379, -0.07834782, -0.05490069, 0.05492619, -0.05500003, 0.05378916, 
2.449999, -0.8088554, 0.8465196, 0.179283, 0.08731882, 0.8026944, -0.8613025, 0.1496553, -0.08510225, -0.05489999, 0.05492795, -0.05499998, 0.05378208, 
2.499999, -0.810653, 0.8509527, 0.1792846, 0.09299114, 0.8043349, -0.8664163, 0.1496809, -0.09077458, -0.054903, 0.05493004, -0.05500004, 0.05376536, 
2.549999, -0.8116654, 0.8548797, 0.1792893, 0.09773844, 0.8051901, -0.8709193, 0.1497139, -0.09550442, -0.05490594, 0.05493178, -0.05500006, 0.05374316, 
2.599999, -0.8122588, 0.8582831, 0.1792941, 0.1017003, 0.8056265, -0.8748114, 0.149746, -0.09943141, -0.05490826, 0.05493286, -0.05499998, 0.05371908, 
2.649999, -0.8126253, 0.8611978, 0.1792985, 0.1050165, 0.805836, -0.8781101, 0.1497751, -0.1027126, -0.0549098, 0.05493325, -0.05499998, 0.05369518, 
2.699999, -0.8196939, 0.8692263, 0.179285, 0.1172861, 0.809536, -0.884498, 0.1498104, -0.1102874, -0.05490461, 0.05493486, -0.05500002, 0.05366433, 
2.749999, -0.8236732, 0.8769232, 0.1792764, 0.1276534, 0.8114036, -0.8903623, 0.1498593, -0.1166404, -0.05491023, 0.05493935, -0.05500002, 0.05361881, 
2.799999, -0.8259247, 0.8838871, 0.179277, 0.1363277, 0.812346, -0.895511, 0.149919, -0.1219113, -0.05491677, 0.05494396, -0.05500003, 0.05356609, 
2.849998, -0.8272337, 0.8899783, 0.1792796, 0.1435708, 0.8127998, -0.8999615, 0.149976, -0.126292, -0.05492188, 0.05494709, -0.05500004, 0.05351282, 
2.899998, -0.8280191, 0.8951969, 0.1792832, 0.1496271, 0.8129744, -0.9037664, 0.1500001, -0.1299398, -0.05492506, 0.05494846, -0.05500002, 0.05346229, 
2.949998, -0.835332, 0.9052325, 0.1792697, 0.1641831, 0.8166046, -0.9105732, 0.1500001, -0.1378112, -0.05492087, 0.05494979, -0.05500003, 0.05340787, 
2.999998, -0.839451, 0.9145874, 0.1792625, 0.1764528, 0.8183849, -0.9168738, 0.1500001, -0.1443562, -0.05492902, 0.05495601, -0.05499998, 0.0533162, 
3.049998, -0.8417723, 0.922965, 0.1792623, 0.1867328, 0.8192226, -0.922389, 0.15, -0.1497667, -0.05493699, 0.05496161, -0.05500005, 0.05322432, 
3.099998, -0.8431336, 0.930243, 0.179265, 0.1953023, 0.8195717, -0.9271538, 0.15, -0.1542697, -0.05494225, 0.05496479, -0.05500009, 0.05313802, 
3.149998, -0.843954, 0.9364564, 0.1792689, 0.2024582, 0.819659, -0.9312029, 0.1500002, -0.1580221, -0.05494484, 0.05496544, -0.05500003, 0.05305967, 
3.199998, -0.8532042, 0.9489704, 0.17925, 0.2206794, 0.8233241, -0.9382541, 0.1499999, -0.1659983, -0.05493871, 0.05496571, -0.05500005, 0.05298154, 
3.249998, -0.8584402, 0.9606816, 0.1792382, 0.2360558, 0.825052, -0.9446943, 0.1499999, -0.1726654, -0.0549502, 0.05497492, -0.05500006, 0.05289098, 
3.299998, -0.8614072, 0.9711536, 0.1792382, 0.2489189, 0.8258724, -0.9503492, 0.1499999, -0.1781806, -0.05496136, 0.05498344, -0.05500001, 0.05279683, 
3.349998, -0.8631351, 0.9802642, 0.1792409, 0.2596526, 0.826204, -0.9552013, 0.1499999, -0.1827709, -0.05496856, 0.05498823, -0.05500001, 0.05270657, 
3.399998, -0.8641823, 0.9880483, 0.1792457, 0.2686236, 0.8262737, -0.9593377, 0.1499999, -0.1865931, -0.05497172, 0.05498916, -0.05499997, 0.05262386, 
3.449998, -0.8741831, 1.002447, 0.179226, 0.2892534, 0.8299739, -0.9664586, 0.15, -0.1946042, -0.05496532, 0.05498826, -0.05500009, 0.05254108, 
3.499998, -0.8798728, 1.015834, 0.179214, 0.3066543, 0.8316843, -0.9729687, 0.1499999, -0.2013063, -0.0549794, 0.05499939, -0.05499997, 0.05244479, 
3.549998, -0.8831017, 1.027772, 0.1792133, 0.3212104, 0.8325046, -0.9786061, 0.15, -0.2069437, -0.05499197, 0.05499998, -0.05500003, 0.05237022, 
3.599998, -0.8849866, 1.038122, 0.1792179, 0.3333753, 0.8328537, -0.9834407, 0.1499999, -0.2116037, -0.05499959, 0.05499996, -0.05500003, 0.05229549, 
3.649998, -0.8861386, 1.046953, 0.1792241, 0.3435157, 0.8329583, -0.9875596, 0.15, -0.2154783, -0.05500006, 0.05499994, -0.05500004, 0.05222513, 
3.699998, -0.8971691, 1.06308, 0.1792025, 0.3665192, 0.8367457, -0.9946806, 0.15, -0.2235592, -0.05499276, 0.0549994, -0.05500004, 0.0521517, 
3.749998, -0.9034348, 1.078055, 0.1791897, 0.3859097, 0.8384736, -1.001208, 0.15, -0.2302962, -0.05500006, 0.05499993, -0.05500003, 0.05206087, 
3.799998, -0.9069778, 1.091372, 0.1791905, 0.4021413, 0.8392765, -1.006915, 0.1499999, -0.2358813, -0.05499995, 0.05500007, -0.05500001, 0.0519638, 
3.849998, -0.9090373, 1.102926, 0.1791952, 0.4156851, 0.8395906, -1.01182, 0.15, -0.2405064, -0.05499996, 0.055, -0.05500004, 0.05186969, 
3.899997, -0.9102939, 1.11277, 0.1792028, 0.4269948, 0.839643, -1.016078, 0.15, -0.2442937, -0.05500003, 0.05499989, -0.055, 0.05175827, 
3.949997, -0.9226508, 1.130886, 0.1791774, 0.4528082, 0.8434478, -1.023339, 0.15, -0.2522873, -0.05499689, 0.055, -0.05500004, 0.05164984, 
3.999997, -0.9296322, 1.147694, 0.1791623, 0.4745899, 0.8450884, -1.029989, 0.1499999, -0.2589545, -0.05500001, 0.05499992, -0.05500003, 0.05152797, 
4.049997, -0.9335766, 1.162651, 0.1791626, 0.4927937, 0.8458215, -1.035818, 0.15, -0.2644697, -0.05499996, 0.05500001, -0.05500003, 0.05140391, 
4.099998, -0.9358979, 1.175601, 0.1791676, 0.5079955, 0.8460833, -1.040827, 0.1499999, -0.2690425, -0.05499997, 0.055, -0.05499999, 0.05128704, 
4.149998, -0.9373116, 1.186632, 0.179175, 0.5206841, 0.8460833, -1.045068, 0.1500001, -0.2728473, -0.055, 0.05500001, -0.05500005, 0.051181, 
4.199998, -0.9487261, 1.204906, 0.1791539, 0.5461484, 0.8498008, -1.052329, 0.1499999, -0.2808584, -0.05500004, 0.05499995, -0.05500003, 0.05107652, 
4.249998, -0.9551489, 1.221713, 0.1791433, 0.5675985, 0.851424, -1.058979, 0.15, -0.287543, -0.05499995, 0.05500002, -0.05500002, 0.05096091, 
4.299998, -0.9587792, 1.236566, 0.1791458, 0.5855405, 0.852157, -1.06479, 0.15, -0.2930757, -0.05500001, 0.05499992, -0.05500004, 0.05084451, 
4.349998, -0.9609259, 1.249376, 0.1791521, 0.6005329, 0.8524188, -1.069765, 0.1499999, -0.2976834, -0.05500002, 0.05500001, -0.05500001, 0.05073524, 
4.399999, -0.9622524, 1.260285, 0.1791608, 0.6130295, 0.8524362, -1.073988, 0.1499999, -0.3014882, -0.05499998, 0.05499999, -0.05500005, 0.05063652, 
4.449999, -0.972672, 1.277651, 0.1791439, 0.6369928, 0.8561014, -1.081249, 0.15, -0.3094992, -0.05499998, 0.05499999, -0.05500001, 0.0505369, 
4.499999, -0.9785363, 1.293568, 0.1791345, 0.6571863, 0.8577421, -1.087794, 0.1499999, -0.3162711, -0.05500005, 0.05499994, -0.05500004, 0.05045405, 
4.549999, -0.981835, 1.307601, 0.179139, 0.6740636, 0.85851, -1.093501, 0.15, -0.3218911, -0.0549999, 0.055, -0.05499998, 0.05036703, 
4.599999, -0.9837897, 1.319678, 0.1791468, 0.6881659, 0.8588242, -1.098405, 0.15, -0.3265511, -0.05500003, 0.05499992, -0.05500001, 0.05028363, 
4.65, -0.9850289, 1.329941, 0.179156, 0.6999294, 0.8588939, -1.102542, 0.15, -0.3304257, -0.05499998, 0.05500005, -0.05500004, 0.05020733, 
4.7, -0.9946632, 1.346155, 0.1791417, 0.7222347, 0.8625592, -1.109768, 0.15, -0.3384717, -0.05499996, 0.05499995, -0.05500006, 0.05012575, 
4.75, -1.000021, 1.361008, 0.1791349, 0.7410144, 0.8642346, -1.11633, 0.1499999, -0.3452261, -0.05499997, 0.05500002, -0.055, 0.05003716, 
4.8, -1.003041, 1.37408, 0.1791392, 0.7567224, 0.8650026, -1.122037, 0.1500001, -0.3508286, -0.05499999, 0.05500001, -0.05500002, 0.04994852, 
4.85, -1.004804, 1.385303, 0.1791477, 0.7698299, 0.8653167, -1.126994, 0.15, -0.3554189, -0.055, 0.05499998, -0.05500001, 0.04984291, 
4.900001, -1.005921, 1.39485, 0.1791561, 0.780773, 0.8653691, -1.131235, 0.15, -0.3592237, -0.05500001, 0.05499997, -0.05500006, 0.04974824, 
4.950001, -1.013582, 1.408812, 0.1791467, 0.799675, 0.8688947, -1.138513, 0.15, -0.3672347, -0.05500007, 0.05499777, -0.05500001, 0.04965222, 
5.000001, -1.017789, 1.421501, 0.179143, 0.8155575, 0.8705528, -1.14511, 0.15, -0.3739717, -0.05500003, 0.05499993, -0.05499999, 0.04955726, 
5.050001, -1.020162, 1.432619, 0.1791477, 0.8288569, 0.8713207, -1.150853, 0.1500001, -0.3795567, -0.05500004, 0.05499998, -0.05500006, 0.04946733, 
5.100001, -1.021576, 1.442148, 0.1791548, 0.8399571, 0.8716349, -1.155774, 0.15, -0.3842168, -0.05500002, 0.05500007, -0.0550001, 0.04938564, 
5.150002, -1.022466, 1.450229, 0.179163, 0.8492073, 0.8717221, -1.159928, 0.15, -0.388074, -0.05500008, 0.05499785, -0.05500007, 0.04931313, 
5.200002, -1.029884, 1.4629, 0.1791535, 0.8665385, 0.8752826, -1.167154, 0.15, -0.3961199, -0.05500002, 0.05499158, -0.0550001, 0.04923607, 
5.250002, -1.033933, 1.474472, 0.179149, 0.8811295, 0.8769931, -1.173716, 0.15, -0.4028918, -0.05500008, 0.0549961, -0.05500003, 0.04915887, 
5.300002, -1.036202, 1.484647, 0.1791528, 0.8933293, 0.8777959, -1.179406, 0.15, -0.4085118, -0.05499999, 0.05499914, -0.05499997, 0.0490852, 
5.350002, -1.037563, 1.493356, 0.1791591, 0.9035221, 0.8781624, -1.184293, 0.15, -0.4131892, -0.05499995, 0.05499832, -0.05500005, 0.04901813, 
5.400002, -1.038419, 1.500756, 0.1791661, 0.9120393, 0.878302, -1.188412, 0.15, -0.4170813, -0.05500009, 0.05499393, -0.05500003, 0.04895859, 
5.450003, -1.042206, 1.509692, 0.1791656, 0.9235584, 0.8816181, -1.195568, 0.1499998, -0.4251622, -0.05500006, 0.05498689, -0.05499997, 0.04889596, 
5.500003, -1.044213, 1.517651, 0.1791674, 0.933245, 0.8833112, -1.202008, 0.1500001, -0.4319516, -0.05500007, 0.0549834, -0.05500006, 0.04883799, 
5.550003, -1.045365, 1.524528, 0.1791724, 0.9413434, 0.8841314, -1.207646, 0.15, -0.4376238, -0.05499993, 0.05497921, -0.05500004, 0.04878558, 
5.600003, -1.046063, 1.530374, 0.1791786, 0.9480977, 0.8845329, -1.212445, 0.1500001, -0.4423537, -0.05500005, 0.05497391, -0.05500006, 0.04873931, 
5.650003, -1.046517, 1.535314, 0.1791846, 0.9537177, 0.8847074, -1.216512, 0.1499998, -0.4462807, -0.05499997, 0.05496805, -0.055, 0.04869923, 
5.700004, -1.049693, 1.541859, 0.1791841, 0.9623745, 0.8880584, -1.223598, 0.1499999, -0.454379, -0.05500001, 0.0549615, -0.055, 0.04865413, 
5.750004, -1.051334, 1.547793, 0.1791841, 0.9696351, 0.8897863, -1.230003, 0.1500001, -0.4612207, -0.05500016, 0.05495768, -0.05500005, 0.0486129, 
5.800004, -1.052242, 1.552924, 0.1791879, 0.9757088, 0.8906589, -1.235588, 0.1499999, -0.4669105, -0.055, 0.05495422, -0.05500001, 0.04857617, 
5.850004, -1.0528, 1.557305, 0.1791922, 0.9807878, 0.8910953, -1.240353, 0.1500001, -0.4716752, -0.05500003, 0.05495033, -0.05500006, 0.04854399, 
5.900004, -1.053149, 1.560988, 0.1791967, 0.9850289, 0.8913222, -1.244385, 0.1500001, -0.4756197, -0.05499994, 0.05494662, -0.05499994, 0.04851663, 
5.950005, -1.056256, 1.56652, 0.1791946, 0.9924989, 0.8946907, -1.251436, 0.1499999, -0.4837529, -0.05499915, 0.05494206, -0.05499992, 0.04848291, 
6.000005, -1.057879, 1.571564, 0.1791923, 0.9987996, 0.8964709, -1.257772, 0.1499999, -0.490647, -0.05499995, 0.05494004, -0.05500006, 0.04847245, 
6.050005, -1.058769, 1.57598, 0.1791947, 1.004053, 0.8973785, -1.263252, 0.1500002, -0.4964065, -0.05499995, 0.05493827, -0.05500007, 0.04846313, 
6.100005, -1.05931, 1.57975, 0.1791985, 1.008451, 0.8978846, -1.267929, 0.1500001, -0.5012237, -0.05500001, 0.05493613, -0.0550001, 0.04845444, 
6.150005, -1.059659, 1.582926, 0.1792022, 1.012116, 0.8981464, -1.271891, 0.1500001, -0.5052205, -0.05499949, 0.05493402, -0.05500011, 0.0484468, 
6.200006, -1.062783, 1.58804, 0.1791991, 1.019133, 0.9015672, -1.278907, 0.1499998, -0.5133711, -0.05499852, 0.05493117, -0.05499998, 0.04842996, 
6.250006, -1.064354, 1.592735, 0.1791966, 1.025032, 0.9033475, -1.28526, 0.1499999, -0.5202478, -0.05499965, 0.05493043, -0.05500004, 0.04841435, 
6.300006, -1.065244, 1.596837, 0.1791981, 1.029971, 0.90429, -1.290776, 0.1499999, -0.5259898, -0.05500012, 0.0549298, -0.05500004, 0.04840082, 
6.350006, -1.065785, 1.600345, 0.1792006, 1.03409, 0.9047961, -1.295488, 0.1499999, -0.5307896, -0.05499993, 0.05492885, -0.05500003, 0.04838953, 
6.400006, -1.066134, 1.603329, 0.1792035, 1.037528, 0.9050754, -1.299485, 0.1500001, -0.5347689, -0.05499949, 0.05492758, -0.05500001, 0.04838061, 
6.450006, -1.069258, 1.608251, 0.1791998, 1.044353, 0.9084787, -1.306519, 0.1499999, -0.5429196, -0.0549987, 0.05492555, -0.05500004, 0.0483634, 
6.500007, -1.070847, 1.612806, 0.1791967, 1.050095, 0.9102765, -1.312872, 0.1500001, -0.5497962, -0.05499996, 0.05492544, -0.05500003, 0.04834881, 
6.550007, -1.071719, 1.616786, 0.1791978, 1.054894, 0.9112015, -1.318404, 0.1499999, -0.5555208, -0.05499998, 0.05492552, -0.05500009, 0.04833709, 
6.600007, -1.07226, 1.620189, 0.1791999, 1.058909, 0.9117076, -1.323134, 0.15, -0.560303, -0.055, 0.054925, -0.05500001, 0.04832825, 
6.650007, -1.07261, 1.623086, 0.1792024, 1.06226, 0.9119869, -1.327131, 0.15, -0.5642999, -0.0549998, 0.05492426, -0.05499994, 0.04832188, 
6.700007, -1.073063, 1.625547, 0.1792057, 1.065174, 0.9151983, -1.33413, 0.15, -0.5724505, -0.05499856, 0.05492331, -0.05499997, 0.04831058, 
6.750008, -1.073168, 1.627712, 0.1792066, 1.067618, 0.9169436, -1.340448, 0.1499999, -0.5793272, -0.05499747, 0.05492243, -0.055, 0.04830527, 
6.800008, -1.073238, 1.629509, 0.1792088, 1.06966, 0.9178687, -1.345928, 0.1499999, -0.5850692, -0.05499649, 0.05492133, -0.05500004, 0.0483047, 
6.850008, -1.073308, 1.630993, 0.1792108, 1.071353, 0.9183748, -1.350623, 0.15, -0.589869, -0.05499541, 0.0549203, -0.055, 0.04830716, 
6.900008, -1.07336, 1.632249, 0.1792126, 1.072767, 0.9186715, -1.354585, 0.15, -0.5938658, -0.05499428, 0.05491958, -0.05499996, 0.04831161, 
6.950008, -1.073517, 1.633262, 0.179215, 1.073954, 0.9219003, -1.361549, 0.15, -0.6020339, -0.05499284, 0.05491877, -0.05499997, 0.0483106, 
7.000009, -1.073447, 1.634169, 0.1792154, 1.074931, 0.9236631, -1.367849, 0.15, -0.6089279, -0.05499186, 0.05491807, -0.05499997, 0.04831516, 
7.050009, -1.07336, 1.63492, 0.1792173, 1.075751, 0.9246057, -1.373365, 0.15, -0.6146526, -0.05499117, 0.05491759, -0.05500002, 0.04830619, 
7.100009, -1.073325, 1.635531, 0.1792179, 1.076432, 0.9251118, -1.378112, 0.1499999, -0.6194174, -0.05499037, 0.05491709, -0.05500006, 0.04830194, 
7.150009, -1.073308, 1.636037, 0.1792181, 1.077008, 0.9254259, -1.382091, 0.15, -0.6233967, -0.05498976, 0.05491666, -0.05500001, 0.04830184, 
7.200009, -1.073395, 1.636421, 0.1792196, 1.077479, 0.9286373, -1.389107, 0.15, -0.6315299, -0.05498879, 0.05491641, -0.05500014, 0.04829781, 
7.25001, -1.073273, 1.636805, 0.179219, 1.07788, 0.9304001, -1.395408, 0.1499999, -0.6384065, -0.05498832, 0.05491605, -0.05499999, 0.04830151, 
7.30001, -1.073185, 1.637119, 0.1792192, 1.078212, 0.9313426, -1.400906, 0.15, -0.6441661, -0.05498799, 0.05491586, -0.05499996, 0.04831026, 
7.35001, -1.073133, 1.637363, 0.1792198, 1.078491, 0.9318662, -1.405583, 0.1499999, -0.6489658, -0.05498768, 0.05491576, -0.05500003, 0.04832225, 
7.40001, -1.073116, 1.637573, 0.1792198, 1.078718, 0.9321978, -1.409528, 0.15, -0.6529626, -0.05498756, 0.05491555, -0.05500004, 0.04833606, 
7.45001, -1.073203, 1.637712, 0.1792212, 1.07891, 0.9354441, -1.416509, 0.15, -0.6611307, -0.05498694, 0.05491547, -0.05499997, 0.0483442, 
7.50001, -1.073081, 1.637887, 0.1792203, 1.079067, 0.9372069, -1.422792, 0.15, -0.6680248, -0.05498673, 0.05491535, -0.055, 0.04835883, 
7.550011, -1.072994, 1.638026, 0.1792204, 1.079207, 0.9381668, -1.428255, 0.15, -0.6738018, -0.05498668, 0.05491541, -0.05500004, 0.04837751, 
7.600011, -1.072959, 1.638131, 0.1792206, 1.079312, 0.9387254, -1.432915, 0.15, -0.6786189, -0.05498671, 0.05491524, -0.05499995, 0.04839834, 
7.650011, -1.072941, 1.638201, 0.1792206, 1.079399, 0.9390569, -1.436842, 0.15, -0.6826332, -0.05498664, 0.05491525, -0.05500006, 0.04841992, 
7.700011, -1.073046, 1.638236, 0.1792215, 1.079486, 0.9423207, -1.443806, 0.1499999, -0.6908013, -0.05498612, 0.05491538, -0.05500002, 0.04843558, 
7.750011, -1.072906, 1.638323, 0.1792208, 1.079538, 0.9441009, -1.450072, 0.15, -0.6977128, -0.05498604, 0.05491528, -0.05500007, 0.04845697, 
7.800012, -1.072837, 1.638393, 0.1792206, 1.079608, 0.9450608, -1.455535, 0.1499999, -0.7034898, -0.0549861, 0.0549153, -0.05499997, 0.04848234, 
7.850012, -1.072801, 1.638428, 0.1792206, 1.079643, 0.9456194, -1.460177, 0.1499999, -0.708307, -0.05498634, 0.05491517, -0.05500006, 0.04850935, 
7.900012, -1.072784, 1.638463, 0.1792206, 1.079678, 0.9459684, -1.464087, 0.1499999, -0.7123212, -0.05498639, 0.05491522, -0.05500002, 0.04853671, 
